fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,target
0.17209696099997587,-0.08176990080831344,0.2132802017909171,2.8213491694600115,-0.035355000359076724,0.5699315768602506,0.7445650346214291,-1.2469212810674295,-0.3491842573077406,-1.393152459931978,0
-0.6575011275547077,0.2158956318257421,0.048001121279579305,-0.944765273129346,0.14774707921666638,-1.2530186615443908,-0.14968462420743,0.7400286396601014,0.001341846559310476,-0.8242756777404772,0
1.475751100157335,0.017451943403038586,0.5438383628135937,0.10028218999754376,0.19352259911060218,-0.31214111914199527,-0.9733356257603265,0.47510198356309685,-0.4368157832745035,-0.33666700729061905,0
0.40912498630131416,-0.4786572776537213,-0.11727795923175896,0.4157682166018878,0.5597267582620881,0.6875412696605501,1.1210912067598962,0.011480335393340427,-0.7873418871415545,-0.4992032307739046,0
0.40912498630131416,-0.4786572776537213,-0.11727795923175896,0.4157682166018878,0.5597267582620881,0.6875412696605501,1.1210912067598962,0.011480335393340427,-0.7873418871415545,-0.4992032307739046,0
1.475751100157335,0.017451943403038586,0.5438383628135937,0.10028218999754376,0.19352259911060218,-0.31214111914199527,-0.9733356257603265,0.47510198356309685,-0.4368157832745035,-0.33666700729061905,0
-0.7760151402053762,0.41433932024844616,-1.4395106033224638,0.12000006666031521,-0.035355000359076724,-0.31214111914199527,-0.05555308117281325,-0.05475132863090923,-0.1739212053742153,-0.7430075659988344,0
0.17209696099997587,-0.08176990080831344,0.2132802017909171,2.8213491694600115,-0.035355000359076724,0.5699315768602506,0.7445650346214291,-1.2469212810674295,-0.3491842573077406,-1.393152459931978,0
-0.6575011275547077,0.2158956318257421,0.048001121279579305,-0.944765273129346,0.14774707921666638,-1.2530186615443908,-0.14968462420743,0.7400286396601014,0.001341846559310476,-0.8242756777404772,0
1.475751100157335,-0.5778791218650733,0.7917569835806005,-0.9644831497921176,-0.0811305202530125,-0.4297508119422947,-0.22028328148339255,0.21017532746609527,-0.3491842573077406,0.39474599838416885,0
1.475751100157335,-0.08176990080831344,0.6264779030692623,-0.9743420881235033,-0.5846612390863054,-1.42943320074484,-1.7734537415545688,-1.3131529450916792,0.6147625283266507,1.2074271158005996,1
2.06832116341068,-0.4786572776537213,0.5438383628135937,-0.4321004798972869,-0.49311019929843386,-1.0766041223439415,-0.6909409966564762,-0.3196779847279137,0.35186795042636204,-0.6617394542571916,1
1.2387230748559976,-0.9747664987104812,0.2959197420465862,-1.023636779780432,-0.2642325998287553,-1.1354089687440914,-1.4910591124507186,-0.05475132863090923,1.22818321009399,0.23220977490088326,1
-0.30195908960270074,-1.1732101871331848,0.5438383628135937,-0.9644831497921176,-0.0811305202530125,0.7463461160606998,0.10917711913776605,2.3295885762421285,0.26423642445959916,1.532499562767172,2
1.7127791254586744,1.4065577623619654,2.3619082484383127,2.535439957849825,-0.2642325998287553,0.3347121912596517,0.7916308061387375,-1.3793846091159316,1.5787093139610415,-0.6617394542571916,1
